Sample ID,Date,Survey,Site,Source,PO4,SiO2,NO3+NO2,Lat,Long
NUT7628,2017-04-02,ROCKY,ROCKY02,M,0.671,13.895,7.504,,
NUT7629,2017-04-02,ROCKY,ROCKY02,M,0.635,13.891,7.592,,
NUT7688,2017-05-11,ROCKY,ROCKY02,M,0.725,9.810,0.207,,
NUT7690,2017-06-23,ROCKY,ROCKY02,M,0.398,6.002,0.233,,
NUT7693,2017-06-07,ROCKY,ROCKY02,M,0.278,4.000,0.139,,
NUT9701,2017-08-11,ROCKY,ROCKY02,M,0.837,13.875,0.465,,
NUT7680,2017-04-03,ROCKY,ROCKY03,M,0.655,14.297,7.703,,
NUT7700,2017-07-07,ROCKY,ROCKY03,M,0.209,2.117,0.204,,
NUT7692,2017-06-08,ROCKY,ROCKY04,M,0.246,5.393,0.381,,
NUT7696,2017-06-25,ROCKY,ROCKY04,M,0.299,8.533,0.353,,
NUT7698,2017-05-19,ROCKY,ROCKY04,M,0.289,3.839,0.319,,
NUT9700,2017-08-10,ROCKY,ROCKY04,M,0.660,12.345,2.756,,
NUT7681,2017-04-14,ROCKY,ROCKY05,M,0.407,6.018,2.751,,
NUT7682,2017-04-14,ROCKY,ROCKY05,M,0.409,5.846,2.908,,
NUT7686,2017-05-14,ROCKY,ROCKY05,M,0.259,2.787,0.673,,
NUT7691,2017-06-09,ROCKY,ROCKY05,M,0.232,6.469,1.544,,
NUT7697,2017-06-28,ROCKY,ROCKY05,M,0.482,10.961,2.081,,
NUT7699,2017-08-08,ROCKY,ROCKY05,M,0.500,10.933,2.560,,
NUT7630,2017-04-02,ROCKY,ROCKY06,M,0.596,13.514,7.286,,
NUT7631,2017-04-02,ROCKY,ROCKY06,M,0.690,13.537,7.350,,
NUT7632,2017-04-02,ROCKY,ROCKY06,M,0.681,13.560,7.423,,
NUT7689,2017-05-12,ROCKY,ROCKY06,M,0.267,3.545,0.041,,
NUT7694,2017-07-01,ROCKY,ROCKY06,M,0.200,1.121,0.048,,
NUT7695,2017-06-30,ROCKY,ROCKY07,M,0.407,7.893,0.415,,
NUT8174,2017-06-10,RVRS,RVRS01,M,0.023,19.574,0.218,51.4414,-127.8044
NUT8175,2017-06-10,RVRS,RVRS01,M,0.023,0.572,0.076,51.4414,-127.8044
NUT8176,2017-06-10,RVRS,RVRS01,M,1.162,23.207,14.779,51.4414,-127.8044
NUT8177,2017-06-10,RVRS,RVRS01,M,1.316,24.545,15.961,51.4414,-127.8044
NUT8178,2017-06-10,RVRS,RVRS01,M,1.487,28.842,17.982,51.4414,-127.8044
NUT8179,2017-06-10,RVRS,RVRS01,M,1.587,32.471,19.216,51.4414,-127.8044
NUT8181,2017-06-10,RVRS,RVRS01,M,1.668,36.300,20.913,51.4414,-127.8044
NUT8182,2017-06-10,RVRS,RVRS01,M,1.691,36.690,21.455,51.4414,-127.8044
NUT8482,2017-05-21,RVRS,RVRS01,M,0.000,0.000,0.088,51.4414,-127.8044
NUT8483,2017-05-21,RVRS,RVRS01,M,0.681,16.345,7.743,51.4414,-127.8044
NUT8484,2017-05-21,RVRS,RVRS01,M,0.988,19.637,10.575,51.4414,-127.8044
NUT8485,2017-05-21,RVRS,RVRS01,M,1.239,24.409,14.250,51.4414,-127.8044
NUT8486,2017-05-21,RVRS,RVRS01,M,1.351,27.423,16.216,51.4414,-127.8044
NUT8487,2017-05-21,RVRS,RVRS01,M,1.438,29.397,18.084,51.4414,-127.8044
NUT8488,2017-05-21,RVRS,RVRS01,M,1.480,31.418,18.429,51.4414,-127.8044
NUT8489,2017-05-21,RVRS,RVRS01,M,1.397,29.069,17.838,51.4414,-127.8044
NUT8648,2017-07-02,RVRS,RVRS01,M,0.011,0.145,0.092,51.4414,-127.8044
NUT8649,2017-07-02,RVRS,RVRS01,M,0.019,0.000,0.063,51.4414,-127.8044
NUT8650,2017-07-02,RVRS,RVRS01,M,0.765,13.302,7.870,51.4414,-127.8044
NUT8651,2017-07-02,RVRS,RVRS01,M,1.441,29.688,17.698,51.4414,-127.8044
NUT8652,2017-07-02,RVRS,RVRS01,M,1.574,33.477,19.537,51.4414,-127.8044
NUT8653,2017-07-02,RVRS,RVRS01,M,1.785,39.843,22.825,51.4414,-127.8044
NUT8654,2017-07-02,RVRS,RVRS01,M,1.882,39.542,23.838,51.4414,-127.8044
NUT8655,2017-07-02,RVRS,RVRS01,M,1.984,43.703,25.524,51.4414,-127.8044
NUT8808,2017-07-22,RVRS,RVRS01,M,0.147,2.408,0.593,51.4414,-127.8044
NUT8809,2017-07-22,RVRS,RVRS01,M,0.107,1.524,0.316,51.4414,-127.8044
NUT8810,2017-07-22,RVRS,RVRS01,M,0.090,0.935,0.292,51.4414,-127.8044
NUT8811,2017-07-22,RVRS,RVRS01,M,0.950,10.895,10.423,51.4414,-127.8044
NUT8812,2017-07-22,RVRS,RVRS01,M,1.665,33.237,20.008,51.4414,-127.8044
NUT8813,2017-07-22,RVRS,RVRS01,M,1.891,40.780,23.306,51.4414,-127.8044
NUT8814,2017-07-22,RVRS,RVRS01,M,2.095,45.991,26.214,51.4414,-127.8044
NUT8815,2017-07-22,RVRS,RVRS01,M,2.135,47.343,26.749,51.4414,-127.8044
NUT8869,2017-08-09,RVRS,RVRS01,M,0.008,3.141,0.307,51.4414,-127.8044
NUT8870,2017-08-09,RVRS,RVRS01,M,0.913,18.969,10.531,51.4414,-127.8044
NUT8871,2017-08-09,RVRS,RVRS01,M,1.452,28.894,17.415,51.4414,-127.8044
NUT8872,2017-08-09,RVRS,RVRS01,M,1.608,30.124,18.991,51.4414,-127.8044
NUT8873,2017-08-09,RVRS,RVRS01,M,1.671,32.355,20.016,51.4414,-127.8044
NUT8874,2017-08-09,RVRS,RVRS01,M,1.887,43.554,24.687,51.4414,-127.8044
NUT8875,2017-08-09,RVRS,RVRS01,M,2.192,50.430,27.919,51.4414,-127.8044
NUT8876,2017-08-09,RVRS,RVRS01,M,2.217,50.721,28.604,51.4414,-127.8044
NUT8974,2017-09-06,RVRS,RVRS01,M,0.000,5.197,0.114,51.4414,-127.8044
NUT8975,2017-09-06,RVRS,RVRS01,M,0.824,19.255,7.894,51.4414,-127.8044
NUT8976,2017-09-06,RVRS,RVRS01,M,1.268,25.408,15.390,51.4414,-127.8044
NUT8977,2017-09-06,RVRS,RVRS01,M,1.586,33.324,16.820,51.4414,-127.8044
NUT8978,2017-09-06,RVRS,RVRS01,M,1.706,37.245,18.563,51.4414,-127.8044
NUT8979,2017-09-06,RVRS,RVRS01,M,1.836,37.176,22.025,51.4414,-127.8044
NUT8980,2017-09-06,RVRS,RVRS01,M,2.017,50.818,28.514,51.4414,-127.8044
NUT9455,2017-09-24,RVRS,RVRS01,M,0.174,21.273,0.326,51.4414,-127.8044
NUT9456,2017-09-24,RVRS,RVRS01,M,1.513,31.659,16.472,51.4414,-127.8044
NUT9457,2017-09-24,RVRS,RVRS01,M,1.647,33.253,17.935,51.4414,-127.8044
NUT9458,2017-09-24,RVRS,RVRS01,M,1.712,33.958,18.703,51.4414,-127.8044
NUT9459,2017-09-24,RVRS,RVRS01,M,1.689,31.157,20.051,51.4414,-127.8044
NUT9460,2017-09-24,RVRS,RVRS01,M,1.784,35.328,19.916,51.4414,-127.8044
NUT9461,2017-09-24,RVRS,RVRS01,M,2.273,49.847,26.162,51.4414,-127.8044
NUT9462,2017-09-24,RVRS,RVRS01,M,2.351,52.067,30.263,51.4414,-127.8044
NUT9842,2018-03-31,RVRS,RVRS01,M,0.772,20.636,10.286,51.4414,-127.8044
NUT9843,2018-03-31,RVRS,RVRS01,M,1.176,26.603,14.883,51.4414,-127.8044
NUT9877,2018-04-25,RVRS,RVRS01,M,0.315,15.202,2.386,51.4414,-127.8044
NUT9878,2018-04-25,RVRS,RVRS01,M,0.330,9.539,1.961,51.4414,-127.8044
NUT8769,2017-07-20,MACRO_MGEO,SEA11,M,0.089,0.967,0.051,51.8091,-128.2476
NUT8770,2017-07-20,MACRO_MGEO,SEA11,M,0.149,1.670,0.161,51.8091,-128.2476
NUT10010,2018-05-01,QCS_V2,SEA2,M,0.838,13.267,7.985,51.6746,-128.118
NUT10011,2018-05-01,QCS_V2,SEA2,M,0.827,13.239,7.895,51.6746,-128.118
NUT8242,2017-04-16,QCS_V2,SEA2,M,0.524,10.634,6.049,51.6746,-128.118
NUT8243,2017-04-16,QCS_V2,SEA2,M,0.535,10.702,6.067,51.6746,-128.118
NUT8597,2017-06-12,QCS_V2,SEA2,M,0.511,9.617,4.406,51.6746,-128.118
NUT8598,2017-06-12,QCS_V2,SEA2,M,0.683,12.999,6.303,51.6746,-128.118
NUT8700,2017-07-06,QCS_V2,SEA2,M,0.068,2.109,0.047,51.6746,-128.118
NUT8701,2017-07-06,QCS_V2,SEA2,M,0.152,4.440,0.613,51.6746,-128.118
NUT8936,2017-08-19,MACRO_MGEO,SEA2,M,0.595,12.232,5.452,51.6746,-128.118
NUT8937,2017-08-19,MACRO_MGEO,SEA2,M,0.679,13.886,6.741,51.6746,-128.118
NUT9416,2017-09-03,QCS_V2,SEA2,M,0.421,10.217,2.896,51.6746,-128.118
NUT9417,2017-09-03,QCS_V2,SEA2,M,0.493,11.247,3.553,51.6746,-128.118
NUT9508,2017-09-28,QCS_V2,SEA2,M,0.802,22.525,7.974,51.6746,-128.118
NUT9509,2017-09-28,QCS_V2,SEA2,M,0.971,21.929,9.593,51.6746,-128.118
NUT9838,2018-04-02,QCS_V2,SEA2,M,1.255,26.447,14.993,51.6746,-128.118
NUT9839,2018-04-02,QCS_V2,SEA2,M,1.294,26.571,15.187,51.6746,-128.118
NUT8773,2017-07-20,MACRO_MGEO,SEA6,M,0.239,5.008,0.022,51.9275,-128.4501
NUT8774,2017-07-20,MACRO_MGEO,SEA6,M,0.255,5.055,0.021,51.9275,-128.4501
NUT8775,2017-07-20,MACRO_MGEO,SEA7,M,0.223,4.351,0.041,51.9222,-128.4645
NUT8776,2017-07-20,MACRO_MGEO,SEA7,M,0.391,5.013,0.105,51.9222,-128.4645
NUT8777,2017-07-20,MACRO_MGEO,SEA8,M,0.170,2.897,0.092,52.0626,-128.4119
NUT8778,2017-07-20,MACRO_MGEO,SEA8,M,0.179,3.595,0.104,52.0626,-128.4119
NUT8779,2017-07-20,MACRO_MGEO,SEA9,M,0.109,1.790,0.043,52.0506,-128.4029
NUT8780,2017-07-20,MACRO_MGEO,SEA9,M,0.237,5.160,0.280,52.0506,-128.4029
NUT8406,2017-05-01,RVRS,UBC8,M,0.055,22.518,4.572,51.6737,-127.2668
NUT8407,2017-05-01,RVRS,UBC8,M,0.110,2.849,0.469,51.6737,-127.2668
NUT8408,2017-05-01,RVRS,UBC8,M,1.010,12.391,10.897,51.6737,-127.2668
NUT8499,2017-05-22,RVRS,UBC8,M,0.026,12.611,4.530,51.6737,-127.2668
NUT8500,2017-05-22,RVRS,UBC8,M,0.016,1.250,0.207,51.6737,-127.2668
NUT8501,2017-05-22,RVRS,UBC8,M,1.456,26.167,17.946,51.6737,-127.2668
NUT8584,2017-06-11,RVRS,UBC8,M,0.031,37.053,4.382,51.6737,-127.2668
NUT8585,2017-06-11,RVRS,UBC8,M,0.280,0.447,1.648,51.6737,-127.2668
NUT8586,2017-06-11,RVRS,UBC8,M,1.485,28.234,18.160,51.6737,-127.2668
NUT8668,2017-07-03,RVRS,UBC8,M,0.033,43.018,3.579,51.6737,-127.2668
NUT8669,2017-07-03,RVRS,UBC8,M,0.632,20.151,7.920,51.6737,-127.2668
NUT8825,2017-07-23,RVRS,UBC8,M,0.031,37.256,2.797,51.6737,-127.2668
NUT8826,2017-07-23,RVRS,UBC8,M,0.302,8.232,3.042,51.6737,-127.2668
NUT8827,2017-07-23,RVRS,UBC8,M,1.529,28.246,18.459,51.6737,-127.2668
NUT8855,2017-08-10,RVRS,UBC8,M,0.040,31.999,2.268,51.6737,-127.2668
NUT8856,2017-08-10,RVRS,UBC8,M,1.187,19.681,14.352,51.6737,-127.2668
NUT8886,2017-08-10,RVRS,UBC8,M,1.608,31.158,19.866,51.6737,-127.2668
NUT9403,2017-09-07,RVRS,UBC8,M,0.046,36.721,2.030,51.6737,-127.2668
NUT9404,2017-09-07,RVRS,UBC8,M,1.036,21.800,11.684,51.6737,-127.2668
NUT9405,2017-09-07,RVRS,UBC8,M,1.691,33.172,17.910,51.6737,-127.2668
NUT9484,2017-09-25,RVRS,UBC8,M,0.786,32.921,9.284,51.6737,-127.2668
NUT9485,2017-09-25,RVRS,UBC8,M,1.433,25.291,16.232,51.6737,-127.2668
NUT9486,2017-09-25,RVRS,UBC8,M,1.743,33.171,19.304,51.6737,-127.2668
NUT9862,2018-04-01,RVRS,UBC8,M,0.111,46.887,3.824,51.6737,-127.2668
NUT9863,2018-04-01,RVRS,UBC8,M,0.840,19.101,8.459,51.6737,-127.2668
NUT9864,2018-04-01,RVRS,UBC8,M,1.595,33.586,20.197,51.6737,-127.2668
NUT9897,2018-04-26,RVRS,UBC8,M,0.517,39.498,7.641,51.6737,-127.2668
NUT9898,2018-04-26,RVRS,UBC8,M,1.431,29.408,17.296,51.6737,-127.2668
NUT9899,2018-04-26,RVRS,UBC8,M,1.681,34.133,20.628,51.6737,-127.2668
NUT10012,2018-05-01,QCS_V2,WBCH01,M,0.592,8.553,3.953,51.6535,-128.1493
NUT10013,2018-05-01,QCS_V2,WBCH01,M,0.698,10.220,5.718,51.6535,-128.1493
NUT8244,2017-04-16,QCS_V2,WBCH01,M,0.493,9.023,4.306,51.6535,-128.1493
NUT8245,2017-04-16,QCS_V2,WBCH01,M,0.555,11.081,5.712,51.6535,-128.1493
NUT8530,2017-05-28,QCS_V2,WBCH01,M,0.137,1.930,0.143,51.6535,-128.1493
NUT8531,2017-05-28,QCS_V2,WBCH01,M,0.161,2.189,0.239,51.6535,-128.1493
NUT8599,2017-06-12,QCS_V2,WBCH01,M,0.373,7.026,2.783,51.6535,-128.1493
NUT8600,2017-06-12,QCS_V2,WBCH01,M,0.381,6.547,2.111,51.6535,-128.1493
NUT8702,2017-07-06,QCS_V2,WBCH01,M,0.047,1.009,0.089,51.6535,-128.1493
NUT8703,2017-07-06,QCS_V2,WBCH01,M,0.154,2.707,0.114,51.6535,-128.1493
NUT8783,2017-07-20,MACRO_MGEO,WBCH01,M,0.060,0.558,0.097,51.6535,-128.1493
NUT8784,2017-07-20,MACRO_MGEO,WBCH01,M,0.067,0.708,0.124,51.6535,-128.1493
NUT8941,2017-08-20,QCS_V2,WBCH01,M,0.364,6.126,1.884,51.6535,-128.1493
NUT8942,2017-08-20,QCS_V2,WBCH01,M,0.525,10.624,4.829,51.6535,-128.1493
NUT9418,2017-09-03,QCS_V2,WBCH01,M,0.359,7.027,1.259,51.6535,-128.1493
NUT9419,2017-09-03,QCS_V2,WBCH01,M,0.403,9.103,2.124,51.6535,-128.1493
NUT9510,2017-09-28,QCS_V2,WBCH01,M,0.667,17.385,5.671,51.6535,-128.1493
NUT9511,2017-09-28,QCS_V2,WBCH01,M,0.823,18.376,7.071,51.6535,-128.1493
NUT9840,2018-04-02,QCS_V2,WBCH01,M,1.193,23.616,13.646,51.6535,-128.1493
NUT9841,2018-04-02,QCS_V2,WBCH01,M,1.219,23.844,13.707,51.6535,-128.1493
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
